img_path,text,family,source,split,preprocess_group,has_quad,can_parse_ccpd_geom,can_perspective,quad_source,bbox_source,quad_1x,quad_1y,quad_2x,quad_2y,quad_3x,quad_3y,quad_4x,quad_4y,ocr_crop_mode,ocr_resize_mode,ocr_resize_kernel,ocr_preproc,ocr_channel_order,ocr_quad_pad_ratio
scripts/special_gen/datasets/special_ccpd2019_base_cvreplace_v2_20260601/images/train/0173180076628-91_86-251&461_495&536-506&537_249&548_248&462_505&451-0_0_32_8_24_24_30-158-79_pol_京SJ7F6警.jpg,京SJ7F6警,police,special_ccpd2019_base_cvreplace_v2__police,train,ccpd_board,1,0,1,pose_yolov8n_ccpd2019_base,pose_yolov8n_ccpd2019_base,247.8,462.2,504.2,451.8,505.8,537.0,250.7,546.6,obb_warp,letterbox,nn,none,bgr,0.0
scripts/special_gen/datasets/special_ccpd2019_base_cvreplace_v2_20260601/images/train/0494576149426-103_77-273&392_566&555-558&568_263&484_266&371_561&455-0_0_23_13_30_29_24-130-51_pol_京GNV3B警.jpg,京GNV3B警,police,special_ccpd2019_base_cvreplace_v2__police,train,ccpd_board,1,0,1,pose_yolov8n_ccpd2019_base,pose_yolov8n_ccpd2019_base,265.0,375.0,559.2,459.6,555.5,567.9,261.6,479.7,obb_warp,letterbox,nn,none,bgr,0.0
scripts/special_gen/datasets/special_ccpd2019_base_cvreplace_v2_20260601/images/train/0088122605364-90_88-259&472_443&526-458&536_249&536_246&470_455&470-0_0_20_1_31_33_32-133-24_pol_京KXFQL警.jpg,京KXFQL警,police,special_ccpd2019_base_cvreplace_v2__police,train,ccpd_board,1,0,1,pose_yolov8n_ccpd2019_base,pose_yolov8n_ccpd2019_base,244.8,468.1,451.2,470.1,455.2,536.1,249.8,534.3,obb_warp,letterbox,nn,none,bgr,0.0
scripts/special_gen/datasets/special_ccpd2019_base_cvreplace_v2_20260601/images/train/0234075670498-108_65-274&436_456&573-456&575_280&510_271&427_447&492-0_0_12_30_27_24_31-119-48_pol_京BL6AJ警.jpg,京BL6AJ警,police,special_ccpd2019_base_cvreplace_v2__police,train,ccpd_board,1,0,1,pose_yolov8n_ccpd2019_base,pose_yolov8n_ccpd2019_base,272.4,428.5,447.4,493.9,453.7,573.3,277.8,506.1,obb_warp,letterbox,nn,none,bgr,0.0
scripts/special_gen/datasets/special_ccpd2019_base_cvreplace_v2_20260601/images/train/00826149425288-92_86-282&484_460&536-459&549_277&540_279&477_461&486-0_0_3_8_30_27_32-156-23_pol_京BL6T3警.jpg,京BL6T3警,police,special_ccpd2019_base_cvreplace_v2__police,train,ccpd_board,1,0,1,pose_yolov8n_ccpd2019_base,pose_yolov8n_ccpd2019_base,277.7,477.9,461.5,485.5,459.2,548.1,275.6,541.4,obb_warp,letterbox,nn,none,bgr,0.0
scripts/special_gen/datasets/special_ccpd2019_base_cvreplace_v2_20260601/images/train/0160356800766-90_91-242&476_479&555-483&549_251&554_249&480_481&475-0_0_24_30_7_33_24-146-54_pol_京GEWGV警.jpg,京GEWGV警,police,special_ccpd2019_base_cvreplace_v2__police,train,ccpd_board,1,0,1,pose_yolov8n_ccpd2019_base,pose_yolov8n_ccpd2019_base,247.3,479.9,480.5,475.2,482.1,548.6,250.3,554.1,obb_warp,letterbox,nn,none,bgr,0.0
scripts/special_gen/datasets/special_ccpd2019_base_cvreplace_v2_20260601/images/train/0289846743295-90_93-294&461_583&568-584&555_303&566_310&460_591&449-0_0_26_33_32_0_30-101-77_pol_京F7N08警.jpg,京F7N08警,police,special_ccpd2019_base_cvreplace_v2__police,train,ccpd_board,1,0,1,pose_yolov8n_ccpd2019_base,pose_yolov8n_ccpd2019_base,312.3,460.8,590.0,449.1,580.3,554.3,302.2,565.3,obb_warp,letterbox,nn,none,bgr,0.0
scripts/special_gen/datasets/special_ccpd2019_base_cvreplace_v2_20260601/images/train/023122605364-90_83-226&487_523&588-535&585_237&576_221&486_519&495-0_0_0_30_23_26_27-129-69_pol_京A55ML警.jpg,京A55ML警,police,special_ccpd2019_base_cvreplace_v2__police,train,ccpd_board,1,0,1,pose_yolov8n_ccpd2019_base,pose_yolov8n_ccpd2019_base,219.5,487.5,520.4,496.1,534.3,584.5,236.8,575.7,obb_warp,letterbox,nn,none,bgr,0.0
scripts/special_gen/datasets/special_ccpd2019_base_cvreplace_v2_20260601/images/train/0141989942529-90_85-292&382_510&461-528&457_290&455_281&382_519&384-0_0_21_6_25_27_32-104-34_pol_京CJ0T7警.jpg,京CJ0T7警,police,special_ccpd2019_base_cvreplace_v2__police,train,ccpd_board,1,0,1,pose_yolov8n_ccpd2019_base,pose_yolov8n_ccpd2019_base,280.1,381.5,518.7,382.7,528.1,457.2,291.6,455.4,obb_warp,letterbox,nn,none,bgr,0.0
scripts/special_gen/datasets/special_ccpd2019_base_cvreplace_v2_20260601/images/train/0258991858238-99_74-203&526_440&636-448&650_214&610_189&516_423&556-0_0_15_6_33_30_29-126-28_pol_京S0230警.jpg,京S0230警,police,special_ccpd2019_base_cvreplace_v2__police,train,ccpd_board,1,0,1,pose_yolov8n_ccpd2019_base,pose_yolov8n_ccpd2019_base,187.2,517.2,419.9,559.5,450.1,649.2,216.3,610.2,obb_warp,letterbox,nn,none,bgr,0.0
scripts/special_gen/datasets/special_ccpd2019_base_cvreplace_v2_20260601/images/train/0132638888889-91_84-154&436_355&515-357&516_153&505_153&437_357&448-0_0_11_2_25_31_29-33-33_pol_京AVLEK警.jpg,京AVLEK警,police,special_ccpd2019_base_cvreplace_v2__police,train,ccpd_board,1,0,1,pose_yolov8n_ccpd2019_base,pose_yolov8n_ccpd2019_base,151.7,436.6,355.3,447.2,355.0,515.3,151.9,505.3,obb_warp,letterbox,nn,none,bgr,0.0
