img_path,label,label_name,plate_text,source,source_split,crop_mode,original_w,original_h,quad_1x,quad_1y,quad_2x,quad_2y,quad_3x,quad_3y,quad_4x,quad_4y,is_synthetic,is_gan,base_id,sample_weight,notes
/home/wzzz/LPRNet/datasets/CCPD2019/ccpd_tilt/0038-16_16-346&482_408&534-408&534_346&516_346&482_408&500-0_0_4_11_31_27_31-63-30.jpg,0,blue,皖AEM737,ccpd2019,,perspective_warp,720,1160,344.70,481.90,404.70,498.80,406.60,532.00,346.30,514.80,0,0,9e7bdd6c53046092,1.00,
/home/wzzz/LPRNet/datasets/CCPD2019/ccpd_tilt/0042-14_14-379&452_444&507-444&507_379&490_379&452_444&469-0_0_23_32_32_30_26-65-15.jpg,0,blue,皖AZ8862,ccpd2019,,perspective_warp,720,1160,373.90,447.70,441.10,469.10,441.80,507.50,371.80,488.40,0,0,04318aaea83be454,1.00,
/home/wzzz/LPRNet/datasets/CCPD2019/ccpd_tilt/0045-15_19-365&473_431&531-431&531_368&514_365&473_428&490-0_11_10_33_33_30_31-69-25.jpg,0,blue,皖ML9967,ccpd2019,,perspective_warp,720,1160,362.70,473.40,429.50,491.00,430.90,530.30,363.60,512.70,0,0,adfbd080d602408b,1.00,
/home/wzzz/LPRNet/datasets/CCPD2019/ccpd_tilt/0050-14_17-232&510_305&568-305&568_234&550_232&510_303&528-0_0_20_3_27_27_24-87-4.jpg,0,blue,皖AWD330,ccpd2019,,perspective_warp,720,1160,230.50,508.80,302.40,528.40,303.40,567.20,231.20,547.60,0,0,3fca09d1d7794bf4,1.00,
/home/wzzz/LPRNet/datasets/CCPD2019/ccpd_tilt/0054-16_16-309&494_381&557-381&557_309&536_309&494_381&515-0_0_2_0_24_33_32-104-11.jpg,0,blue,皖ACA098,ccpd2019,,perspective_warp,720,1160,307.40,494.00,380.50,516.50,380.20,556.20,306.80,533.30,0,0,c33c24d6f4efe157,1.00,
/home/wzzz/LPRNet/datasets/CCPD2019/ccpd_tilt/0056-16_14-363&486_439&548-438&548_363&526_364&486_439&508-0_0_4_0_25_30_29-137-11.jpg,0,blue,皖AEA165,ccpd2019,,perspective_warp,720,1160,368.30,486.50,436.50,508.90,437.00,548.20,368.50,525.70,0,0,21cc597303ef5ec2,1.00,
/home/wzzz/LPRNet/datasets/CCPD2019/ccpd_tilt/0057-18_16-272&521_341&590-339&590_272&567_274&521_341&544-0_0_32_31_24_3_31-85-16.jpg,0,blue,皖A870D7,ccpd2019,,perspective_warp,720,1160,269.30,522.10,339.80,545.80,338.80,589.40,265.10,566.20,0,0,94ebb827aa267d78,1.00,
/home/wzzz/LPRNet/datasets/CCPD2019/ccpd_tilt/0062-14_25-386&507_464&574-464&574_395&556_386&507_455&525-0_0_2_32_5_32_24-111-32.jpg,0,blue,皖AC8F80,ccpd2019,,perspective_warp,720,1160,381.50,505.80,455.90,525.20,464.10,574.50,389.20,554.20,0,0,bb36acb1efcd3e00,1.00,
/home/wzzz/LPRNet/datasets/CCPD2019/ccpd_tilt/0064-14_17-367&496_452&559-450&537_367&559_369&518_452&496-0_0_10_15_32_32_33-95-54.jpg,0,blue,皖ALR889,ccpd2019,,perspective_warp,720,1160,368.50,515.90,449.10,499.30,448.70,539.70,365.40,557.20,0,0,edd4f5754750e541,1.00,
/home/wzzz/LPRNet/datasets/CCPD2019/ccpd_tilt/0064-16_21-279&525_359&592-359&592_283&570_279&525_355&547-0_0_23_19_32_31_24-63-42.jpg,0,blue,皖AZV870,ccpd2019,,perspective_warp,720,1160,273.10,521.20,355.70,546.20,358.40,592.60,272.90,570.40,0,0,9add3ea07674d20a,1.00,
/home/wzzz/LPRNet/datasets/CCPD2019/ccpd_tilt/0065-15_16-445&443_521&515-520&494_445&515_446&464_521&443-0_0_0_0_27_31_26-91-24.jpg,0,blue,皖AAA372,ccpd2019,,perspective_warp,720,1160,446.90,468.20,518.10,443.90,520.80,487.20,446.60,510.90,0,0,7270e93a99e753be,1.00,
/home/wzzz/LPRNet/datasets/CCPD2019/ccpd_tilt/0065-17_14-216&489_299&555-297&555_216&529_218&489_299&515-0_0_33_27_16_30_26-55-21.jpg,0,blue,皖A93S62,ccpd2019,,perspective_warp,720,1160,217.70,489.50,298.50,515.70,297.40,554.90,216.50,528.20,0,0,3067f751a2c6167c,1.00,
/home/wzzz/LPRNet/datasets/CCPD2019/ccpd_tilt/0066-20_18-291&494_368&566-367&566_291&538_292&494_368&522-0_0_28_30_23_31_31-130-18.jpg,0,blue,皖A46Z77,ccpd2019,,perspective_warp,720,1160,291.50,495.10,365.50,521.10,367.50,564.90,290.50,540.20,0,0,e9761bb2c821f53e,1.00,
/home/wzzz/LPRNet/datasets/CCPD2019/ccpd_tilt/0067-16_20-300&476_382&545-382&545_303&521_300&476_379&500-0_0_11_6_32_30_27-71-19.jpg,0,blue,皖AMG863,ccpd2019,,perspective_warp,720,1160,300.40,478.60,378.00,500.20,378.80,543.40,300.80,521.60,0,0,e596eb2b869db005,1.00,
/home/wzzz/LPRNet/datasets/CCPD2019/ccpd_tilt/0067-16_22-276&504_359&572-359&572_280&548_276&504_355&528-0_0_22_9_26_29_31-90-19.jpg,0,blue,皖AYK257,ccpd2019,,perspective_warp,720,1160,276.30,503.60,353.90,527.00,355.90,570.00,275.50,548.10,0,0,52b032170a0ace14,1.00,
/home/wzzz/LPRNet/datasets/CCPD2019/ccpd_tilt/0067-19_18-377&349_452&424-451&424_377&398_378&349_452&375-0_0_4_12_26_33_30-63-16.jpg,0,blue,皖AEN296,ccpd2019,,perspective_warp,720,1160,366.70,345.00,449.60,374.40,449.60,423.10,363.40,396.90,0,0,8aa3c44c553f956f,1.00,
/home/wzzz/LPRNet/datasets/CCPD2019/ccpd_tilt/0068-20_27-307&474_385&547-385&547_312&519_307&474_380&502-0_0_11_25_24_25_29-114-22.jpg,0,blue,皖AM1015,ccpd2019,,perspective_warp,720,1160,305.70,469.60,379.70,498.80,384.80,547.40,307.30,519.70,0,0,3d16446f1673cdc4,1.00,
/home/wzzz/LPRNet/datasets/CCPD2019/ccpd_tilt/0071-17_14-384&444_461&522-461&498_387&522_384&468_458&444-0_0_23_33_23_31_31-91-63.jpg,0,blue,皖AZ9Z77,ccpd2019,,perspective_warp,720,1160,378.90,477.00,457.70,443.40,461.00,491.30,378.40,525.60,0,0,8e937946ffb93abd,1.00,
/home/wzzz/LPRNet/datasets/CCPD2019/ccpd_tilt/0071-17_16-248&451_327&527-327&502_249&527_248&476_326&451-0_0_12_7_30_26_32-89-41.jpg,0,blue,皖ANH628,ccpd2019,,perspective_warp,720,1160,247.60,479.30,323.50,456.50,323.20,498.90,247.20,522.00,0,0,d654f9612f6acf9d,1.00,
/home/wzzz/LPRNet/datasets/CCPD2019/ccpd_tilt/0071-20_25-308&505_386&582-386&582_312&554_308&505_382&533-0_0_29_32_26_17_32-75-23.jpg,0,blue,皖A582T8,ccpd2019,,perspective_warp,720,1160,304.50,502.30,383.00,532.90,384.70,582.00,303.00,553.30,0,0,3dd8ee840bdff4cc,1.00,
/home/wzzz/LPRNet/datasets/CCPD2019/ccpd_tilt/0072-14_15-249&468_334&539-334&539_250&517_249&468_333&490-0_0_17_5_29_29_27-167-47.jpg,0,blue,皖ATF553,ccpd2019,,perspective_warp,720,1160,246.70,466.70,331.70,490.50,332.30,536.90,244.30,514.20,0,0,a087f93b1b969b7e,1.00,
/home/wzzz/LPRNet/datasets/CCPD2019/ccpd_tilt/0072-15_19-284&410_370&480-367&457_284&480_287&433_370&410-0_0_11_25_15_26_33-47-15.jpg,0,blue,皖AM1R29,ccpd2019,,perspective_warp,720,1160,289.40,430.40,371.30,410.10,364.90,458.00,282.80,479.70,0,0,c59ddaad21ff8233,1.00,
/home/wzzz/LPRNet/datasets/CCPD2019/ccpd_tilt/0073-15_19-329&541_422&607-419&582_329&607_332&566_422&541-0_0_13_25_32_29_20-62-26.jpg,0,blue,皖AP185W,ccpd2019,,perspective_warp,720,1160,329.10,565.00,423.80,541.40,422.10,582.90,327.30,606.90,0,0,0b702b2e4201cf0c,1.00,
/home/wzzz/LPRNet/datasets/CCPD2019/ccpd_tilt/0073-17_20-315&460_398&534-398&534_317&508_315&460_396&486-0_0_33_26_16_24_24-90-49.jpg,0,blue,皖A92S00,ccpd2019,,perspective_warp,720,1160,313.60,459.60,395.10,487.20,397.60,533.90,313.30,507.30,0,0,b4a4b4948b10f02e,1.00,
/home/wzzz/LPRNet/datasets/CCPD2019/ccpd_tilt/0073-20_17-324&497_401&577-398&577_324&549_327&497_401&525-0_0_21_5_26_28_30-92-18.jpg,0,blue,皖AXF246,ccpd2019,,perspective_warp,720,1160,326.40,495.60,399.50,525.90,398.60,575.30,321.50,546.80,0,0,968ff0e1dfc9f2ae,1.00,
/home/wzzz/LPRNet/datasets/CCPD2019/ccpd_tilt/0074-14_17-272&538_346&622-346&622_275&603_272&538_343&557-0_0_32_22_32_30_31-112-64.jpg,0,blue,皖A8Y867,ccpd2019,,perspective_warp,720,1160,265.00,536.40,339.10,554.10,346.70,618.70,266.90,602.40,0,0,d4ace30dc897015d,1.00,
/home/wzzz/LPRNet/datasets/CCPD2019/ccpd_tilt/0074-14_22-351&467_443&535-437&512_351&535_357&490_443&467-0_0_0_31_22_26_26-106-36.jpg,0,blue,皖AA7Y22,ccpd2019,,perspective_warp,720,1160,354.10,487.70,443.20,467.20,437.90,514.50,348.60,535.70,0,0,0f1d6ae0b845c7bf,1.00,
/home/wzzz/LPRNet/datasets/CCPD2019/ccpd_tilt/0074-17_16-305&489_395&558-395&530_306&558_305&517_394&489-0_0_17_24_32_25_2-99-13.jpg,0,blue,皖AT081C,ccpd2019,,perspective_warp,720,1160,303.50,515.60,391.40,490.80,392.50,530.60,304.50,556.30,0,0,14b87593e97de19f,1.00,
/home/wzzz/LPRNet/datasets/CCPD2019/ccpd_tilt/0075-14_15-251&328_336&402-336&402_252&380_251&328_335&350-0_0_11_15_33_25_24-43-54.jpg,0,blue,皖AMR910,ccpd2019,,perspective_warp,720,1160,247.00,327.20,332.60,350.10,335.10,401.40,245.80,379.60,0,0,006b53f15a6c6ae1,1.00,
/home/wzzz/LPRNet/datasets/CCPD2019/ccpd_tilt/0075-16_28-220&407_311&476-311&476_229&451_220&407_302&432-0_0_30_30_3_29_32-112-11.jpg,0,blue,皖A66D58,ccpd2019,,perspective_warp,720,1160,216.70,408.70,301.10,431.20,308.10,473.70,223.60,450.00,0,0,2a2de06efbaf044d,1.00,
/home/wzzz/LPRNet/datasets/CCPD2019/ccpd_tilt/0075-17_21-278&474_357&554-353&530_278&554_282&498_357&474-0_0_9_8_30_33_30-88-11.jpg,0,blue,皖AKJ696,ccpd2019,,perspective_warp,720,1160,282.00,496.00,352.20,478.00,346.90,530.90,276.20,549.80,0,0,0eb783e0eec69c6b,1.00,
/home/wzzz/LPRNet/datasets/CCPD2019/ccpd_tilt/0076-18_15-484&425_569&500-567&500_484&473_486&425_569&452-0_0_6_26_29_32_9-109-42.jpg,0,blue,皖AG258K,ccpd2019,,perspective_warp,720,1160,480.30,422.60,566.20,454.30,567.10,499.60,478.50,470.10,0,0,437d5c5101946e28,1.00,
